userName;score;content;Layanan;Fitur;Kebermanfaatan;Bisnis;Non Aspek
Azis Febrian Chanel;1;Fitur kurang lengkap tidak ada login menggunakan sandi, jika nmr hilang di persulit, cs respon nya kurang;-1;-1;0;0;0
easy computer;5;Aplikasi simple, pelayanan admin oke, ekspedisi juga oke., Harapan, kalo bisa contact admin bisa disertakan di contct layanan akun, apabila terjadi sprt prmbajakan dll. 🙏 Good apl good jobs 👍;1;1;0;1;1
Beni Gambit;5;Thanks buat pengirimannya barang sudah sampai;0;0;0;1;0
Sy Mrnaa;5;Aplikasinya bagus, membantu banget pokonyaa🤩🤩;0;1;1;0;0
ramadian nur reviasari;3;Kecewa sama buka lapak. Komplain berkali kali jawaban kurang solutif. Muter muter ngga jelas. Padahal cuma pngn di cek transaksi yg kadaluarsa. Minta tolong dihapus tapi blm juga dihapus juga. Sehari sampe brp kali menghubungi cs. Tolong tingkatkan lagi.;-1;0;0;0;0
Zay RizaL;4;Sudah bagus,, paling tinggal Tingkatkan pelapak nya, tapi pilih² juga jangan sampe ada pelapak nakal yang mencoreng nama baik bukalapak!. biar pencarian lebih banyak pilihan;0;0;0;0;1
Tri Gunawan;5;Aplikasinya sangat membantu Tolong limitnya di tambah dong biar dapet digunakan Soalnya nanggung banget;0;0;1;0;0
Cecep Gunawan;5;Belanja mudah Belanja aman...;0;0;1;0;0
Hendy Siputra Sancang;3;Kembangkan lagi untuk pitur promosinya supaya gak banyak yg berbayar;0;1;0;0;0
AGUNG PAMBUDI;5;Sangat Membantu mndapatkan sparepart yg sy cari..👍;0;0;1;0;0
Fajar Lazuardi;5;Aplikasinya bagus dan mudah digunakan;0;1;1;0;1
Qoalbi Qoalbi;5;Trimakasih bukalapak!!!! Responya cepat dan jg mudah😘😘;1;0;0;0;0
TEGUH ARIE FIANTO;5;Mudah dan tidak berat aplikasinya;0;1;1;0;0
david devan;5;apapun transaksinya pasti lancar..is the best lah;1;0;0;1;0
Resmi Rismayadi;4;Bukalapak sebenar nya bagus.. tapi sayang . Respon nya kurang yh.. ketika mau pengaduan..minta bantuan.. terima ksih;-1;1;0;0;0
helmi Idris;5;Aplikasi yang bagus ,semoga sukses Bukalapak,proses cepat sangat membantu dalam bertransaksi,mantabbb;0;1;1;0;0
Yulia Tita sari;4;Untuk sementara aku kasih bintang 4 dulu ya bukalapak.. Soalnya belum nemuin masalahh jadi belum tau cara penyelesaian dari buka lapak bakalan gimana,, nanti kalau oke oke aja balik lagi buat ngasih bintang 5...;0;0;0;0;1
special 64;1;saya komplain tentang konfirmasi pembayaran, tapi tidak ada atau belum ada tanggapan, mau live chat juga prosesnya muter muter, intinya komplain lama. mohon diperhatikan, harusnya komplain dari konsumen segera di tanggapi sebagai layanan dari buka lapak, MOHON DIPERHATIKAN KOMPLAIN DARI KONSUMEN;-1;0;0;0;0
Pengguna Google;5;Hay buka lapak ini gimna milih barang yang dari jatim gk bisa bisa jakarta ma bandung ...duh susah bangt tolong dong di bantu singkat aj;0;0;0;-1;0
Achmad Tijani;5;Sangat membantu untuk kebutuhan keluarga dll;0;0;1;0;0
Nurur Rohmania;5;Sangat ² membantu dan sangat nyaman di gunakan ❤️;0;0;1;1;0
Bromotjorah;5;Acara serbu serunya mantap, meskipun ga pernah menang sejak awal ikutan, tapi ya namanya juga marketplace pasti fokus ke jualan, serbu seru hanya bonus untuk yang beruntung.tapi overall bukalapak bagus kok, teruskan 👍;0;0;0;0;1
Muhammad Ibnu;5;Trimakasih pelatihanya sangat membantu dan jadi motifasi bagi saya untuk lebih maju dan lebih baik;0;0;1;0;0
ervin adriansyah;1;Bukalapak sekarang lepas tangan terhadap keluhan pelanggan. Padahal waktu dulu saya pernah mengajukan keluhan dan pihak bukalapak bisa menjadi fasilitator sampai terjadi kesepakatan antara penjual dan pembeli. Sekarang lepas tangan begitu saja terhadap penjual yang seenaknya merugikan pembeli.;-1;0;0;0;0
Sumina Miyem;5;Mantap Aplikasi sangat membantu Semoga ke depannya pelayanan tetap amanah.;1;0;1;0;0
Iskandar Ghoiz;2;aplikasi bagus...server kurang baguuss..?????;0;1;0;0;0
Randi Irawan;5;min kali-kali saya atuh yg dapet program serbu serbu pengguna setia bukalapak , makasih bukalapak;0;0;0;0;1
Saharudin Saharudin;5;Pelayanannya cepat dan bagus;1;0;0;0;0
Wong Oerip;3;saran sy untuk batas waktu pengiriman untuk si penjual jgn 4 hari,2 hari aja lebih baik.Karena kdg kita menunggu agar secepatnya utk dikirim malah si penjual seenaknya tdk segera ngirim barangnya sampai tunggu 4 hari terkatung katung yg akhirnya barang tdk segera dikirim dan batal otomatis;0;0;0;-1;0
didi sagito;5;Tq. Bukalapak atas aplikasi belanjanya semoga selalu mendapat tempat di masyarakat indonesia.;0;0;0;0;1
Wahyudi handayani;5;E commerce terpercaya... selalu beli disini dan juga jika ada kesalahan bayar dikita uangnya mudah dikembalikan ke saldo DANA;0;0;0;1;0
Medy Brigez;5;aplikasi bagus sangat membantu sekali, terimakasih bukalapak;0;1;1;0;0
Woro Hilmi;5;Saya beli lewat cod ternyata barangnya bagus seauey pesanan terima kasih Buka lapapak;0;0;0;1;0
Nirwan Widyanto;5;Mantap banget kak saya suka aplikasinya bisnis lancar 🥰🙏;0;1;0;1;0
Pengguna Google;4;Respon untuk complain sgt lama & tidak ada kejelasan, sy beli pulsa 100rb transaksi sudah dibayar tiba2 keterangan mengenai kendala & sy lanjut pembayaran ulang invoice yg sama setelah dcek ibanking transaksi sebelum nya jg udh motong saldo rekening, jd 2x bayar untuk 1 invoice. Smp skr uang sy belum kembali & tdk ada kejelasan !!!!!! bbrp thn pake apk BL bru kli ini sy sangat kecewa!!!;-1;0;0;0;0
Kama Ludin0382;5;Banyak fitur yg bisa dlakukan di aplikasi ini dan sangat mudah;0;1;1;0;0
irwan wander;5;Pelayanan nya bagus mengutamakan pembeli,sangat menjaga keamanan barang pesanan pembeli makasih pada sememya karyawan bukalapak sukses selalu;1;0;0;0;0
Sese !;5;Mantap pengiriman cepat dan amanah 👍;0;0;0;1;0
Lina Zai;5;Sangat baik dan mudah di pahami pokok nya aplikasi Bukalapak terbaik;0;0;0;0;1
RJ. jecky 26;5;Ngga pernah kecewa belanja di bukalapak Berikan terus kepuasaan buat castamer good buat seller n kirim ny;1;0;0;0;1
Pengguna Google;5;seringkali sdh tdk terhitung....menggunakan apk buka lapak sangatlah memuaskan. trims buka lapak;0;0;0;0;1
Bayu Cahyo;4;Kepuasan belanja dengan aplikasi bukalapak sangatlah terjamin keamananya.. Jd gx usah ragu lg.;0;0;0;0;1
Vania;5;Bukalapak Mantap tenan , semua lancar. Sukses selalu.;0;0;0;0;1
M.Rizky Pratama;1;Akhirnya marketplace Bukalapak bertekuk lutut juga dengan demam budaya ASING, saya sebagai pengguna setia merasa sangat kecewa dengan kebijakan kepemimpinan yang sekarang, kami cuma butuh kemudahan berbelanja bukan promosi budaya ASING ! #DISAPPOINTED;0;0;0;0;-1
Iwan Sudarmawan;5;Ruaar biasa , memudahkan belanja ...... top dah.;0;0;1;0;0
Agus Ahonk;5;Pengalaman belanja online yg memuaskan;0;0;0;1;0
Trie Sapta;3;Terlalu lamban kalau untuk top up, jdi cuma bisa 3 bintang,;0;0;0;-1;0
Ricky Bagus;1;Kenapa buka dompet saya di bekukan oleh pihak Bukalapak? Trs saya sudah menghubungi pihak Bukalapak tp gak ada jawaban maupun responnya sama kemarin ? Trs kalo gak bisa di hubungi pihak Bukalapaknya nasib uang saya yang di bekukan gimana ?;-1;0;0;0;0
rano trio;5;Sangat membantu di zaman ere digital in Thank Bukalapak.. Transaksi terjamin respon cepat Dan aman;1;0;1;1;0
Subki Duabelas12;5;Aplikasi mudah di gunakan untuk komplinan costamer sangatlah cepat dan membantu terimakasih bukalapak sukses slalu.;1;0;0;0;1
Muhammad Rosi fauzan;5;Sangat bagus;0;0;0;0;1
Kuswanto 3110;5;Bukalapak memang oke....blanja makin gampang ga repot aplikasi sangat bagus sangat membantu.tingkatkan terus dan sukses selalu bukalapak mantul.;0;0;1;0;1
ARISTON NORMALINUS HALAWA;1;BUKALAPAK PENIPU.!Transaksi penjualan bukareksa saya tidak kunjung di proses di nomor transaksi BIB625281. Bukalapak menerbitkan regulasi ttg pencairan produk bukareksa maks. 7 hari bursa. Tapi ini sudah 11 hari bursa sejak transaksi saya di setujui dari tanggal 13-27 Mei belum juga di proses, akan tetapi banyak alasan2 yang tidak jelas. Saya heran saja kepada bukalapak. Knp disaat saya melakukan pembelian produk bukareksa langsung berhasil dan tidak ada kendala. Tiba penjualan banyak kendala.;0;0;0;-1;0
CAH GALARUM 22;5;Alhamdulillah.. setiap order sesuai trs Mantap moga tambah amanah;0;0;0;1;0
febrian ahyar;5;harga pulsa murah,, aplikasi lancar;0;0;0;1;1
Richie Dukalang;5;Mantap Bukalapak, toko toko respon dan proses orderan dan pengirimannya cepat sampai.;1;0;0;1;0
Winaye Pasek;1;udh ada peningkatan dikit .. dulu coin kreditnya ilang sekarng voucer data dikurngin trus smpe 5% memng gak niat buat komsumn senang klo gtu trus bkl hapus bukalapak pindah ke yg lain aja;0;0;0;-1;0
Takustom;5;Cek Lapak Takustom ya. Hanya di Aplikasi Bukalapak, belanja gak pake ribet, sudah OJk, aplikasi gak berat, scrol barang enak, masuk keranjang juva gampamg, ada fitur mengingatkan,punya layanan keamanan.customer service nya juga ramah dan pelayanannya cepat, beraneka ragam pilihan barang ada di sni. yuk instal bukalapak segera. banyak promo menariknya;1;1;1;1;0
Muhtadin;1;Sangat sangat sulit sekali untuk komplain. Saya transaksi sudah 8 hari hp yang baru saya beli belum sampai juga. Mau live chat tidak ada. Up ke Facebook juga tidak ada jawabannya. Mau komplain juga error. Chat ke penjual juga bohong terus. Mau kemana lagi coba komplainnya. Parah parah pokok nya;-1;0;0;0;0
yulna aja;1;Buka lapak skarang makin kesini makin buruk,,saya pesan hp transaksi udah dan sudah 1 Minggu lebih barang blm di kirim,, bukabantuan tidak bisa call servise,,chat sama pelapak jawaban nya besok di kirim dikirim saja.tp barang tidak di kirim Sy minta cancel tp ga di cancel cancel sama pelapak,,,, masa kalah sama toko pedia yang ada batas waktu nya bila barang tidak di kirim dngn waktu yang di tentukan batal otomatis Saya mau buka lapak seperti toko pedia bila barng tidak di kirim batal otomatis;-1;0;0;0;0
U'uz chanel tube;5;Lumayan;0;0;0;0;1
Septiana Sari;5;Aplikasinya bagus fitur-fiturnya juga jelas saya jadi paham cara mengerjakan pelatihan prakerja terimakasih bukalapak aplikasi nya sangat membantu;0;1;1;0;0
Adi Herwan;4;Sangat Cukup membantu saya dlm belanja online...mohon iklannya di kurangi;0;0;1;0;0
Adi 95;1;"Maaf saya kasih 1 bintang kemarin saya rugi 600 ribu dari pelapak bukalapak atas nama lapak ""CHIP CHOP DOMINO"", yg menipu dgn membeli chip domino higgs saya 10B, mengapa bisa pihak bukalapak memberi kesempatan penipu masuk ke aplikasi ini, tanpa meminta data diri si pelapak, saya berharap pihak bukalapak memblokir identitas si penipu agar tidak masuk lagi ke aplikasi ini";0;0;0;-1;0
Feri ME;4;Limit playlater di up donk masak dari dulu segitu aja kan saya gk pernah lambat dalam pembayaran;0;0;0;0;-1
sodix in;3;batas waktu pengembalian dana jika barang tidak di kirim terlalu lama,, dan gak bisa di batalkan karena sudah di proses,,mau order pelapak lain jadi haburkan uang aja, tapi yg di pesan tak kunjung di kirim...;0;0;0;-1;0
Basrun Bas;5;Bagus.tapi tolong tindak lanjuti penjual pulsa, saldo sudah kepotong pulsanya sampai saat ini tidak masuk ke nomor penerimah.;0;0;0;-1;0
christina yakub;5;Lebih murah untuk harga topup pulsa dan tagihan👍🏽;0;0;0;1;0
Aris Budiman;1;Ini kenapa ko gk bisa lihat status pengiriman, ko gk kya dulu lagi sih;0;-1;0;0;0
mbah gareng;1;Payah;0;0;0;0;-1
Sutardi Tardi;5;Oke;0;0;0;0;1
Hani Kania Dewi;5;"Pesanan slalu cepat apalagi pke grab instan...toko nya amanah"" banget packing nya aman ..makasih yaaa";1;0;0;1;0
Wiedya Shandra;5;Senang bukalapak disini. Orderan masuk banyak. Pencairan juga cepat;0;0;0;1;0
Ika Supriati;5;Para penjual nya sejauh ini amanah.. aplikasi nya mudah;1;0;0;0;1
Nur Aisyah;5;Biaya pelayanan nya terlalu mahal;-1;0;0;0;0
Bujange biyunge;5;Kualitas produk sangat bagus dan harga terjangkau terimakasih.;0;0;0;1;0
Afa Collection;5;Jangan sering di update.... Kasihan yang kapasitas internal gadget nya rendah;0;0;0;0;-1
Rahmat Gunawan;5;Sederhana / simple. Belanja jadi mudah Jadi ingin belanja terus😊;1;0;0;0;0
Syamsul Cahyadi;1;Dulu saya kasih 2 bintang...kemudian jd 5 bintang...! Tapi setelah berulang2 pengajuan paylater dari awal punya akun bukalapak hingga saat ini tdk disetujui/ditolak terus...yaaa cukup 1 bintang ajalahh...alasannya gak jelas banget..!! 😀;-1;0;0;-1;0
Two J;5;Semakin banyak promo, mantap;0;0;0;0;1
Firman Nurwegian;5;Sangat aman dan membantu untuk berbelanja dari rumah sukses truss bukalapak;0;0;1;0;0
Igo Stuff;5;Sangat membantu jika ingin, beli belanja barang keperluan...;0;0;1;0;0
Dede Fuji;5;Apk sangat bagus. Membantu kebutuhan sehari2;0;0;1;0;1
Asus Sunegede;3;Banyak teman2 saya beralih ke platform lain karena di Bukalapak gratis ongkir makin pelitl. Banyak banget yg pindah. Semoga Bukalapak menyadari hal ini sebelum makin banyak lagi yang beralih ke lain hati... ini masukan saja;0;0;0;-1;0
Ranny Sulangi;1;aplikasi yang sangat buruk... saya udah uplod produk digital di lapak saya tapi disaat mau di cari pengguna lain nda ketemu/hilang dari lapak;0;-1;0;0;0
Rima Puspita Sari;1;Pengiriman nya lambat tidak sesuai sama deskripsi yang tertulis!;0;0;0;-1;0
Dodik Oktara;5;Banyak promo nya, gratis ongkir juga;0;0;0;1;0
Ari Wahyu;1;Nomer hp hilang suruh foto ktp foto tabungan foto diri tapi halaman suruh ngisi nya ga ada aplikasi aneh;0;0;0;0;-1
Ono Cahyono;5;Bagus responsip masalah..tanks...mantap. banget..👍👍👍👍👍👍👍💗;1;0;0;0;0
Egi Mulyana;5;Ok apk nya mantap, tapi sayang gak bisa menggunakan payleter;0;1;0;-1;0
Ra HiMi;1;Sangat tidak memberikan kenyamanan terhadap kostumer, dompet di bekukan namun tidak ada kejelasan dalam memperbaiki nyaa. Lelahhhhhh;-1;0;0;0;0
Agung Utama;1;"Nyesel gw pake paylatter cm mndesak Khbisan kuota MLM"" kira"" dong beli pulsa 75rb kok biaya pengelolaan y 20rb .. gw uninstall ini app";0;0;0;-1;0
johanest widarto;5;Sangat membantu dan memudahkan dlm membeli barang;1;0;1;0;0
e di;5;Mantap gan.sesuai deskripsi uda yang ke 2x beli disini.puas;0;0;0;1;0
frans sipahutar;5;blanja gampang, claim barangpun gampang;0;0;0;1;0
Ucha GamingTV;5;Transaksi sangat mudah aman dan cepat ayo buruan dowload bukalapak;1;0;0;1;0
Indra Indra Masyuraa;5;Baik dan terus tingkat kan;0;0;0;0;1
Acong Porog;1;Pelatihan prakerja saya tidak ada padahal saya sudah membelinya dan juga kode voucher untuk pelatihannya juga tidak ada /tidak terkirim gimana sih;0;0;0;-1;0
oriza sativa;5;Terbaik, belanja di bukalapak mudah dan aman;0;0;0;1;0
Marta Safitri;1;Ini bagaimana cara batal transaksi ? Option batal transaksi gk ada;0;-1;0;0;0
kakak hol;1;Pesanan saya sudah lama sekali.di tunggu masih belum sampai.di komplain tidak bisa.;-1;0;0;-1;0
Karina Audri;5;Barang bagus, bisa berfungsi fg baik;0;0;0;1;0
Fathurrohman Fathurrohman;5;Pelayanan cepat barang sesuai pesanan trims Bukalapak belanja semakin nyaman dan mudah;1;0;0;1;0
Eka Ningsih;5;Pengiriman cepat,semoga pelayanan semakin baik lagi...;1;0;0;1;0
Mondayy;1;Akun saya mengalami masalah, saya menghubungi cs nya di fb, whatsapp live chat gak ada balasan sama sekali.;-1;0;0;0;0
Prabuhamba;5;Dari Pengalaman, Mayoritas Pelapak Terpercaya (Produknya Sesuai Dengan Yang Dideskripsikan). Harga Cukup Terjangkau. Kurir Kurirnya Terhitut Cepat. Semoga Terus Berkembang & Berkah.;0;0;0;1;0
Mulia Di Santri;4;Sedia gratis ongkir ya lebih banyak;0;0;0;0;1
Arip Darmawan;5;Mudah, cepat dan bersahabat;0;0;0;1;0
lili tjan 2006;5;Bagus dan cepat;0;0;0;1;0
deuis fauziah;5;Bagus dan menyenangkan semoga kedepannya selalu bisa menjaga kenyaman dalam bertransaksi;0;0;0;1;0
shaqueenaA.S;5;Bagus, yang saya suka dari bukalapak adalah ketika barang tidak sampai,atw tidak di kirim, uang kita bisa kebali, jadi jangan takut belanja di bukalapak;0;0;0;1;0
Hardiyanto;1;Sudah beberapa kali batalin transaksi prosesnya lama, kenapa harus nunggu persetujuan dari pelapak? Sedangkan pelapak tidak aktif.. Saya batalin karena sudah lebih dari 24jam pesanan saya belum diproses;-1;0;0;0;0
Ocha Yunda;5;Banyakk promo jadi makin betah belanja online😁;0;0;0;1;0
Anah Haqiqi;5;Mudah aman dan nyaman.;0;0;0;1;0
AHLIS NAFFAR;5;respon cepat bagus oke barang sesuai yg di tawarkan...kiriman cepat;0;0;0;1;0
Muhamad Ramdan;5;Hati hati belanja di buka lapak retur di persulit minim solusi masalah tidak pernah beres;-1;0;0;-1;0
Debby Tan;5;Ongkir nya free dong, harga produknpun hrs bersaing dan lbh murah lagi dr toko sebelah. Hehehehe......;0;0;0;1;0
Lukman Junior;1;Voucher belanja saya kenaapa hilang setelah dibatalin dr sistem saya rugi dong kl gni...tolong voucher belanja kembalikan dong kl orderan saya dihilangkan;-1;0;0;0;0
arif nurachman;3;Ketentuan voucher terbatas kurang fleksibel tidak bisa dipakai untuk semua metode pembayaran;0;0;0;-1;0
Rijen Sijabat;5;Lebih gampang di buat;0;0;0;0;1
RISWANSYAH CHANNEL;1;Saya sangat kecewa sekali, 1 kali transaksi udah kena tipu, ternyata banyak tukang tipu bergentayangan di Bukalapak, tolong lebih di ketatkan syarat-syarat buka akun untuk pelapak....saya sangat sangat kecewa sekali dan menderita kerugian;0;0;0;-1;0
T M;1;Makin lama aplikasi ini makin ga jelas, deposit sudah 2 hari ga masuk juga, dikomplain lewat live chat juga ga ada balasan, lewat no wa juga gak ada balasan, apa memang harus lewat call center komplainnya? Harus pake berbayar? Sangat merugikan konsumen... makin lama makin ribet..;-1;0;0;0;-1
NURAENI;5;Sangat membantu dan mudah dipahami;0;0;1;0;0
Ardi Tedja;5;Setelah saya update ko jd agak lambat ya, aplikasi nya, untuk yg lain nya sy rasa cukup memuaskan & fitur² nya bagus.;0;1;0;0;-1
Ana Kila;5;Aplikasi ya sangat membantu dalam proses segala sesuatu dengan mudah..;0;0;1;0;0
Yusuf Zainudin;5;Cepat;0;0;0;0;1
Alung Sport;1;Aplikasi gak jelas bangke sengaj gw instal pengen ngasih bintang satu .klw perlu gak usah di kasih bintang;0;0;0;0;-1
Risnanda Dwi Kurniawan;1;Admin saya udah uplod barang tapi di produk unggulan atau halaman toko saya gak tampil;-1;0;0;0;0
gotty equinox;5;Transaksi sangat simple;1;0;0;0;0
Sabree Andree123;5;aplikasi belanja online yg smp saat ini masih top.;0;0;0;0;1
agus wibowo;1;aq ganti bintang 1 karena merugikan pembeli dan menguntungkan pelapak karena sudah 2 hari pelapak tidak mengirimkan pesanan ke ekspedisi/kurir dan pihak pembeli tidak bisa melakukan pembatalan....sangat mengecewakan dan pastinya tidak akan menggunakan aplikasi ini lagi;0;0;0;-1;-1
Jama Rizal;5;Bagus dan cukup ditingkatkan produk penjualanny mksh;1;0;0;1;0
Maulana Malik Ibrohim;4;Lumayan ada sedikit perubahan cuman sedikit kendala kurang smoth ketika pindah ke halaman lain berat;0;-1;0;0;0
Putri Cellular;1;Barang rusak sudah di video dan di komplain tp tetap ga bisa return, ga lagi2 pakai Bukalapak dah, sudah anti saya, padahal saya juga penjual tp Tidak seperti lapak sebelah yg klo tanpa tanggapan dari penjual berarti dana bisa return, lha ini sudah di jelaskan dan penjual tanpa respon tp tetap kalah.;-1;0;0;-1;0
anton aja;1;kumat lagi bukalapak, log out sendiri giliran mau log in lagi nggak bisa cok;0;0;0;0;-1
Sutrisna Sutrisna;5;Pengiriman selalu cepat 👍👍👍👍👍;0;0;0;1;0
ahdiyan yudi;5;Tolong aplikasi jangan dibuat terlalu berat. Tambah diperbaharui, tambah berat & kadang bisa black screen. Diuji dulu sebelum publish;0;-1;0;0;0
Febri Jembar;5;Bagus tp sistem barang sampai di mananya tidak ada .cuman itu aja sich yg lain okelah;0;0;0;0;1
Andrimulia Karekel;1;Mohon bantuannya habis ganti hp tidak bisa upload barang. Admin customer servis tidak memberi solusi;-1;0;0;0;0
Betha Vixzer96;1;Aplikasi seller nya gak jelas... Barang saya di kirim dari Januari.. Sampek sekarang masih stuck di gudang nya... Mau ajuin komplen ke buka lapak fitur nya gk ada... Kejelasan barang saya tidak jelas... Giliran pembeli yang komplen cepat tanggapan nya... Menyengsarakan seller;-1;-1;0;-1;-1
Johan Hutagaol;1;Woi gimana mau bayar paylater nya kalau akunnya di block, tapi penagihan terus wa konyol dasar bukalapak;0;0;0;-1;0
Zainilmi Stg;3;Bonus voucer nya hanya untuk pembayar tertentu saja!!!!!!! kenapa kl pk briva bnusnya tdk bisa di pakai ndak ok!!!!;0;0;0;-1;0
Ridho;1;Jualan bukannya untung malah buntung dong,gara gara jadi super seller ptnganya terlalu tinggi;0;0;0;-1;0
chenel Ivank;2;Awal nya bagus.. Setelah saya beli barang tidak di antarkan transaksi sudah.. Barang blm juga di antarkan sudah 1minggu lebih,uangpun tdk di kembalikan,Saya komplen ke tokony juga gagal mengirim komplen an sya..mksd ya apa?;-1;0;0;-1;0
